62,1,8,162,25,0,0,0,0,96,11,145,174
62,1,8,162,25,59,0,34,0,98,11,158,61
62,1,8,162,25,55,0,63,0,103,11,155,205
62,1,8,162,25,40,0,91,0,111,11,129,82
62,1,8,162,25,30,0,120,0,121,11,129,32
62,1,8,162,25,56,0,149,0,135,11,243,42
62,1,8,162,25,10,0,151,0,150,11,250,208
62,1,8,162,25,39,0,149,0,165,11,233,229
62,1,8,162,25,27,0,150,0,180,11,224,205
62,1,8,162,25,35,0,147,0,195,11,195,73
62,1,8,162,25,35,0,149,0,211,11,206,1
62,1,8,162,25,36,0,148,0,226,11,219,218
62,1,8,162,25,37,0,148,0,241,11,215,59
62,1,8,162,25,13,0,148,0,0,12,213,65
62,1,8,162,25,20,0,149,0,15,12,211,68
62,1,8,162,25,249,255,150,0,30,12,220,57
62,1,8,162,25,20,0,150,0,45,12,203,160
62,1,8,162,25,253,255,152,0,60,12,199,245
62,1,8,162,25,22,0,150,0,75,12,225,226
62,1,8,162,25,0,0,151,0,90,12,238,184
62,1,8,162,25,30,0,149,0,105,12,248,78
62,1,8,162,25,15,0,151,0,120,12,246,231
62,1,8,162,25,45,0,149,0,135,12,176,45
62,1,8,162,25,33,0,149,0,151,12,189,33
62,1,8,162,25,40,0,148,0,166,12,169,212
62,1,8,162,25,30,0,149,0,181,12,160,142
62,1,8,162,25,25,0,148,0,196,12,132,149
62,1,8,162,25,39,0,150,0,211,12,142,3
62,1,8,162,25,1,0,148,0,226,12,157,45
62,1,8,162,25,33,0,150,0,241,12,150,197
62,1,8,162,25,253,255,150,0,0,13,21,221
62,1,8,162,25,17,0,150,0,15,13,18,149
62,1,8,162,25,243,255,152,0,30,13,31,187
62,1,8,162,25,31,0,150,0,45,13,11,27
62,1,8,162,25,7,0,151,0,60,13,5,111
62,1,8,162,25,39,0,149,0,75,13,36,71
62,1,8,162,25,22,0,151,0,91,13,44,30
62,1,8,162,25,32,0,148,0,106,13,60,92
62,1,8,162,25,34,0,150,0,121,13,49,54
62,1,8,162,25,38,0,148,0,136,13,116,154
62,1,8,162,25,41,0,149,0,151,13,125,169
62,1,8,162,25,23,0,148,0,166,13,109,27
62,1,8,162,25,31,0,149,0,181,13,96,159
62,1,8,162,25,3,0,149,0,196,13,70,147
62,1,8,162,25,25,0,150,0,211,13,75,29
62,1,8,162,25,245,255,151,0,226,13,93,201
62,1,8,162,25,16,0,150,0,241,13,83,36
62,1,8,162,25,249,255,151,0,0,14,85,164
62,1,8,162,25,30,0,150,0,15,14,82,107
62,1,8,162,25,9,0,151,0,31,14,93,112
62,1,8,162,25,26,0,150,0,46,14,75,191
62,1,8,162,25,16,0,151,0,61,14,71,217
62,1,8,162,25,33,0,148,0,76,14,103,236
62,1,8,162,25,41,0,150,0,91,14,104,236
62,1,8,162,25,45,0,148,0,106,14,125,64
62,1,8,162,25,35,0,149,0,121,14,112,162
62,1,8,162,25,17,0,147,0,136,14,49,168
62,1,8,162,25,31,0,148,0,151,14,57,194
62,1,8,162,25,5,0,149,0,102,241,63,212
62,1,8,162,25,26,0,149,0,117,241,48,139
62,1,8,162,25,244,255,150,0,132,241,118,5
62,1,8,162,25,14,0,150,0,147,241,121,187
62,1,8,162,25,254,255,151,0,162,241,109,51
62,1,8,162,25,28,0,150,0,177,241,98,105
62,1,8,162,25,4,0,151,0,192,241,68,29
62,1,8,162,25,31,0,149,0,207,241,67,190
62,1,8,162,25,24,0,150,0,222,241,78,29
62,1,8,162,25,47,0,148,0,237,241,95,18
62,1,8,162,25,37,0,150,0,252,241,82,80
62,1,8,162,25,33,0,148,0,11,242,84,93
62,1,8,162,25,28,0,149,0,26,242,93,28
62,1,8,162,25,33,0,149,0,41,242,77,1
62,1,8,162,25,39,0,149,0,57,242,64,167
62,1,8,162,25,252,255,150,0,72,242,98,76
62,1,8,162,25,21,0,150,0,87,242,104,145
